,full_name,pac,sho,pas,dri,def,phy,overall
14355,Ignatius Ganago,69,60,43,59,20,60,61
14356,Jimmy Smith,67,60,60,61,54,66,61
14357,Paul Paton,46,44,59,59,63,75,61
14358,Marvin Vallecilla,71,41,52,55,56,63,61
14359,Zander Clark,64,56,57,67,31,62,61
14360,Erling Håland,70,58,47,60,21,70,61
14361,Aaron McCarey,64,58,64,62,35,59,61
14362,Andy Kellett,77,32,49,63,58,59,61
14363,Kyle Edwards,59,51,56,71,40,41,61
14364,Oliver Hawkins,66,57,39,48,43,65,61
14365,Leandro Contin,54,60,46,58,22,67,61
14366,Tom Edwards,68,42,46,61,61,59,61
14367,Charlie Horton,60,58,56,62,36,60,61
14368,Filip Jagiełło,74,50,60,65,39,55,61
14369,Alois Confais,59,55,63,62,57,58,61
14370,Óttar Magnús Karlsson,72,55,46,60,23,60,61
14371,Giancarlo Malcore,52,62,48,57,21,58,61
14372,Erik Zenga,57,45,57,63,61,58,61
14373,Philipp Wiesinger,58,26,38,37,61,65,61
14374,John Stertzer,46,61,59,60,49,61,61
14375,Diego Snepvangers,76,45,62,65,44,46,61
14376,Pedro Fernández,60,57,60,61,27,63,61
14377,Alberto Gerbo,75,51,59,66,48,60,61
14378,Samir Benamar,82,45,54,65,49,57,61
14379,Danilson Córdoba,57,44,46,56,58,85,61
14380,Gabriel Carrasco,69,32,43,57,59,60,61
14381,Jonathan Clauss,59,38,53,58,60,57,61
14382,Łukasz Madej,51,55,64,66,39,55,61
14383,Laurin von Piechowski,54,37,38,43,60,67,61
14384,Siriki Dembele,83,48,56,63,34,43,61
14385,Ibrahima Conté,61,33,36,43,59,71,61
14386,Graham Burke,60,60,62,61,23,52,61
14387,Asen Georgiev,59,25,28,32,62,64,61
14388,Ange-Freddy Plumain,80,56,47,66,23,61,61
14389,Lars Bender,67,47,59,50,53,72,61
14390,Kohei Tezuka,73,49,60,61,55,61,61
14391,Nicolás Domínguez,67,57,61,60,53,57,61
14392,Martell Taylor-Crossdale,70,63,51,65,22,56,61
14393,Devonte Redmond,58,58,63,63,45,56,61
14394,Connor Dimaio,65,58,58,63,57,68,61
14395,Tim Clancy,48,22,49,51,57,65,61
14396,Ferid Ali,65,54,59,62,45,63,61
14397,Tijjani Reijnders,65,54,64,68,39,44,61
14398,Conor McGrandles,68,55,57,64,42,61,61
14399,Tobias Heintz,75,54,54,64,32,56,61
14400,Mikhail Kostyukov,64,56,64,60,47,64,61
14401,Andre Blackman,78,45,52,59,54,72,61
14402,Stephen Dooley,73,56,57,63,39,44,60
14403,Mauricio Aquino,62,55,68,62,41,58,60
14404,Paolo Ghiglione,77,56,53,61,36,60,60
14405,Lucas Robertone,67,59,53,63,31,52,60
14406,Timothée Taufflieb,68,61,56,63,28,54,60
14407,Daniel Cárdenas Lindez,58,59,58,68,31,55,60
14408,Alan Cervantes,59,41,60,55,59,50,60
14409,Eric Björkander,65,34,52,58,58,65,60
14410,Yong Ho Yun,58,43,58,64,34,49,60
14411,Carlos Reinaldo Moreira Alves,65,56,66,59,46,56,60
14412,Jung Ho Park,67,53,39,51,60,65,60
14413,Kouadio-Yves Dabila,52,30,38,41,62,58,60
14414,Milton Valenzuela,76,30,49,59,54,62,60
14415,Lucas Alves de Araujo,58,26,37,35,60,62,60
14416,Damian Batallini,76,49,51,65,54,65,60
14417,Andrej Kotnik,62,51,62,58,37,61,60
14418,Julio Ibarra,67,53,57,61,32,40,60
14419,Ahmed Al Fahmi,60,60,59,60,45,59,60
14420,Nico Granatowski,78,56,52,61,38,67,60
14421,Javier Pérez Mateo,58,53,53,55,55,57,60
14422,Marco Bustos,63,52,58,65,31,45,60
14423,Dion Kelly-Evans,83,41,47,62,54,68,60
14424,Chan Yang Woo,72,29,51,57,59,57,60
14425,Kyosuke Tagawa,81,56,45,58,26,69,60
14426,Sean Hoare,51,34,47,48,59,64,60
14427,Gustav Dahl,72,39,55,62,55,62,60
14428,Ben Swanson,69,53,59,68,44,48,60
14429,Peter Cherrie,60,56,58,61,22,59,60
14430,Stuart Nelson,59,52,55,63,60,62,60
14431,Marc Rovirola Moreno,57,45,64,64,57,55,60
14432,Thomas Kok,61,46,59,62,57,62,60
14433,Daniel Schmidt,57,65,57,63,17,58,60
14434,Andy García,57,30,36,37,63,54,60
14435,Marc Rochester Sørensen,77,56,51,66,31,61,60
14436,Maan Al Khodary,58,50,59,58,53,58,60
14437,Brice Nlaté,75,27,36,33,59,66,60
14438,Claudio Villagra,77,51,53,63,24,43,60
14439,Kevin Mac Allister,69,35,44,57,58,54,60
14440,Paolo Sabak,77,45,57,66,23,37,60
14441,Ronaldo Lucena,66,55,59,64,36,56,60
14442,Darren Cole,63,22,50,52,56,72,60
14443,Mike Hauptmeijer,58,60,59,65,34,62,60
14444,Albin Granlund,68,32,55,60,54,64,60
14445,Juan José Calero,63,59,49,56,25,57,60
14446,Jun Kanakubo,58,52,61,61,29,47,60
14447,Juan Pedro Jiménez Melero,55,54,60,63,50,59,60
14448,Sang Ho Na,71,61,46,55,19,53,60
14449,Tony Dingwall,74,53,57,66,51,63,60
14450,Iain Wilson,66,40,54,60,52,74,60
14451,Marcus Browne,76,52,56,64,26,61,60
14452,Alberto Pérez Quintana,67,57,63,59,42,52,60
14453,Ozan Kabak,59,32,34,39,61,58,60
14454,Denny Johnstone,66,60,42,58,23,64,60
14455,Abdussamed Karnuçu,50,42,54,56,60,60,60
14456,Sebastian Saucedo,62,44,60,64,33,37,60
14457,Jorge Alberto Durán,58,30,40,39,62,60,60
14458,Burak Turan,68,31,35,49,57,66,60
14459,Diego Hernández Barriuso,62,28,43,53,59,58,60
14460,Rebin Asaad,64,47,55,67,47,59,60
14461,Onur Ural,77,30,38,64,58,58,60
14462,Billy Bingham,67,42,61,58,54,69,60
14463,Paschalis Staikos,67,43,51,58,56,67,60
14464,Jules Mendy,61,28,45,50,59,60,60
14465,Nicolò Fazzi,65,40,53,57,42,71,60
14466,Thibaud Verlinden,65,53,57,67,35,42,60
14467,Antonino La Gumina,53,61,48,59,23,42,60
14468,Mohamed Sanhaji,66,60,51,54,33,49,60
14469,Nahuel Menéndez,64,31,42,57,61,50,60
14470,Alfie Jones,56,29,35,42,62,62,60
14471,Luis Sinisterra,81,57,49,64,18,49,60
14472,Catriel Sánchez,58,61,44,58,20,61,60
14473,Gonzalo Groba,67,51,56,65,36,44,60
14474,Liam O'Brien,62,59,63,63,48,54,60
14475,Jakub Łukowski,86,57,55,59,34,53,60
14476,William Kurtovic,63,55,58,63,53,72,60
14477,Andrew Jung,62,58,39,54,27,66,60
14478,Lars Ten Teije,70,62,45,59,23,44,60
14479,André Sødlund,66,56,53,62,46,67,60
14480,Andy Faustin,69,59,53,61,28,55,60
14481,Masato Kurogi,64,50,54,56,60,64,60
14482,Sho Ito,59,63,36,55,19,77,60
14483,Mickaël Scannella,66,60,58,61,43,56,60
14484,Maxim Nys,76,46,56,59,55,61,60
14485,André Martins de Sousa,66,45,56,62,47,46,60
14486,Yıldırım Mert Çetin,61,27,33,37,60,68,60
14487,Sergio Tienza Valverde,67,65,55,59,30,57,60
14488,Mohammed Al Wakid,62,58,55,58,42,57,60
14489,Júnior Firpo,67,31,42,54,57,69,60
14490,Harry Burgoyne,63,59,58,62,25,59,60
14491,Stephane Omeonga,62,36,57,65,55,48,60
14492,David Valdez,63,32,39,60,60,56,60
14493,Nana Welbeck,81,51,58,66,54,62,60
14494,Florent Perradin,47,36,53,52,57,65,60
14495,Myroslav Slavov,60,58,38,51,28,71,60
14496,Nicholas Gotfredsen,74,46,58,56,62,72,60
14497,Damian Szymański,56,49,52,57,56,56,60
14498,Antonio Valera Salmoral,61,56,46,61,38,64,60
14499,Lutsharel Geertruida,73,33,47,56,58,64,60
14500,Jérémy Manière,53,36,42,45,59,71,60
14501,Muhammed Furkan Işık,63,45,58,60,45,60,60
14502,Eun Beom Lee,72,58,50,63,22,53,60
14503,Damir Zamora,71,24,31,38,60,71,60
14504,Serhat Mutlu,71,56,57,60,27,47,60
14505,Luca Schnellbacher,79,57,46,62,19,55,60
14506,Marko Mitrović,58,57,43,61,31,72,60
14507,Kim Skoglund,65,56,58,59,55,73,60
14508,Bartłomiej Urbański,57,44,62,61,59,56,60
14509,Ronaldo Tavera,61,46,57,62,53,61,60
14510,Teddy Bouriaud,63,38,57,60,59,39,60
14511,Jordi Cortizo,78,51,56,60,50,53,60
14512,Richelor Sprangers,79,59,50,63,22,57,60
14513,Victor Sköld,64,58,47,56,24,65,60
14514,Jeong Su Park,67,23,46,47,57,69,60
14515,Jin Ya Kim,77,53,54,60,51,55,60
14516,Junior Messias,66,60,60,65,20,43,60
14517,Yoshizumi Ogawa,50,55,61,63,34,59,60
14518,Seong Taek Lim,74,45,52,62,34,53,60
14519,Mounir Chouiar,60,56,58,61,22,47,60
14520,Miguel Loureiro Ameijenda,62,33,37,61,63,63,60
14521,Guram Adzhoev,60,63,42,57,23,55,60
14522,Martin Peralta,67,59,48,55,29,56,60
14523,Nikolay Obolskiy,59,60,47,57,23,57,60
14524,Rayan Souici,66,48,58,61,53,62,60
14525,Mikkel Bruhn,61,58,43,59,27,62,60
14526,Allef Andrade Rodrigues,57,63,43,61,24,58,60
14527,Markus Böcskör,59,64,62,63,27,61,60
14528,Dylan Mboumbouni,51,32,37,53,56,71,60
14529,Zach Mathers,62,50,60,63,43,59,60
14530,Alexandr Makarov,65,60,55,63,24,46,60
14531,Shannon Gomez,79,40,47,54,54,70,60
14532,Bruno André Cavaco Jordão,63,50,58,67,47,61,60
14533,Jernade Meade,78,33,52,64,53,65,60
14534,Remi Matthews,63,58,61,61,53,59,60
14535,Bobby Allain,62,57,59,62,28,57,60
14536,Cheol Yong Jang,73,51,58,58,51,55,60
14537,Liam O'Neil,67,38,53,57,57,66,60
14538,Ivan Näsberg,62,35,46,52,63,65,60
14539,Ben Kennedy,68,58,54,63,39,64,60
14540,Kevin O'Connor,64,37,55,61,57,59,60
14541,Patson Daka,74,57,41,59,22,61,60
14542,Tennai Watson,70,31,52,59,57,58,60
14543,Julian Günther-Schmidt,68,56,50,64,20,57,60
14544,Jay Dasilva,84,39,48,61,56,60,60
14545,Ken Gipson,76,34,45,55,60,63,60
14546,Mikkel Fossum Basse,57,45,54,59,53,73,60
14547,Giuseppe Loiacono,61,28,29,30,64,61,60
14548,Steve Rouiller,53,25,34,43,61,63,60
14549,Kyle Scott,63,50,61,64,45,45,60
14550,Jonathan Levi,78,61,55,61,24,47,60
14551,Sam Kelly,78,51,56,61,35,53,60
14552,Kamil Dankowski,73,52,54,63,53,65,60
14553,Fabián Henríquez,73,49,58,62,43,62,60
14554,Se Jin Park,75,48,52,62,54,61,60
14555,Romain Armand,65,58,43,60,22,63,60
14556,Luke McCullough,49,32,45,54,65,69,60
14557,Aaron Calver,65,26,45,50,58,68,60
14558,Eddy Lecygne,58,47,58,61,50,58,60
14559,Leonel Mosevich,56,29,32,37,60,65,60
14560,Josh Tymon,67,36,49,62,58,58,60
14561,Scott Vernon,50,57,59,55,31,71,60
14562,Michaël Maria,76,41,57,66,51,48,60
14563,Hendrick Cakin,62,42,56,56,58,61,60
14564,Joseph Greenspan,52,44,37,32,58,71,60
14565,Sylvain Deslandes,81,35,49,59,57,67,60
14566,Luke Amos,59,40,55,56,59,63,60
14567,Fabio De Paoli,54,53,58,69,32,38,60
14568,Matt Bloomfield,60,49,57,59,59,64,60
14569,Lefteris Choutesiotis,62,58,58,56,43,58,60
14570,Alejandro Peláez,63,57,54,62,41,55,60
14571,Ryotaro Hironaga,62,59,59,62,24,60,60
14572,Alessandro Confente,65,61,50,73,31,47,60
14573,Charlie Clough,62,36,54,55,56,69,60
14574,Álvaro Angulo,90,31,49,53,51,54,60
14575,Stefan Gartenmann,39,31,45,49,58,65,60
14576,Elías Alderete,68,59,49,60,23,51,60
14577,Rayan Raveloson,73,58,59,64,41,56,60
14578,Femi Hollinger-Janzen,56,58,44,59,19,66,60
14579,Esteban Giambuzzi,66,31,37,55,63,63,60
14580,Timothée Dieng,54,40,54,54,58,71,60
14581,Tamirlan Dzhamalutdinov,60,47,57,66,49,49,60
14582,Mario Piccinocchi,65,48,59,64,54,52,60
14583,Faruk Çakır,59,60,59,59,58,58,60
14584,Salek Abdullah,73,27,48,55,56,67,60
14585,Pascal Schürpf,69,59,59,57,41,66,60
14586,Aaron Taylor-Sinclair,73,35,50,61,53,70,60
14587,Stefan Knežević,48,30,40,40,61,65,60
14588,Gonzalo Guijarro Rodríguez,62,31,37,38,62,60,60
14589,Luis Vila,72,60,45,56,25,60,60
14590,Michael López,64,61,47,57,27,53,60
14591,Kafoumba Touré,70,59,36,60,18,63,60
14592,Omer Escalante,50,25,41,28,59,64,60
14593,Lee Angol,74,59,54,59,31,66,60
14594,Joon Ho Hong,58,39,43,46,61,61,60
14595,Nicolás Linares,66,52,59,66,50,54,60
14596,Jonathan Nanizayamo,47,58,41,51,24,71,60
14597,Ezequiel Palomeque,52,25,31,30,58,73,60
14598,Si Woo Kim,65,57,53,61,34,57,60
14599,Francisco Callejón Segura,61,50,61,60,57,52,60
14600,Omar Ibrahim Hawsawi,63,24,32,36,57,74,60
14601,Anthony Barylla,66,41,53,58,55,61,60
14602,David Del Toro Jiménez,61,61,45,59,22,54,60
14603,Mario Hernández Fernández,61,31,41,35,62,61,60
14604,Robert Taylor,66,63,61,59,46,65,60
14605,Adama Sarr,73,59,41,66,22,43,60
14606,Pedro López Rodríguez,53,31,42,42,61,62,60
14607,Olufela Olomola,69,59,40,59,24,70,60
14608,Mamadou Fofana,54,29,34,37,60,70,60
14609,Cristian Sanz Díaz,57,49,59,57,58,56,60
14610,David Contreras,77,41,53,59,56,60,60
14611,Valentin Wojtkowiak,60,36,52,45,58,63,60
14612,Dmytro Bilonog,63,53,56,63,32,60,60
14613,Juan Andrada,55,42,56,56,56,65,60
14614,Raoul Petretta,69,35,52,60,57,59,60
14615,Mark-Anthony Kaye,78,48,56,61,51,72,60
14616,Oyvind Alseth,73,42,47,58,57,71,60
14617,David Gil Mohedano,62,60,64,63,47,57,60
14618,Julen Etxabeguren,50,25,30,35,61,66,60
14619,Anton Forrester,67,60,39,54,25,61,60
14620,Casper Højer,75,45,54,61,56,65,60
14621,Óscar Camilo,69,57,43,55,19,58,60
14622,Freddie Hinds,84,60,38,58,22,55,60
14623,Filippo Lora,64,55,62,64,35,55,60
14624,Naif Essa Al Dhafeeri,40,35,51,47,59,78,60
14625,Teenage Hadebe,68,29,36,38,59,69,60
14626,Cole Seiler,74,28,50,50,57,73,60
14627,Simone Palombi,59,57,56,60,39,62,60
14628,Johnny Koutroumbis,68,24,45,56,60,59,60
14629,Youssef Maziz,62,51,58,67,16,45,60
14630,El Hadj Mour Samb,85,60,50,59,17,46,60
14631,Álvaro Casitas Hernando,65,63,58,57,25,55,60
14632,Pieter De Smet,55,36,51,53,57,66,60
14633,Julius Kade,68,49,55,67,30,36,60
14634,Lukas Hoffmann,65,22,36,36,54,75,60
14635,Alexander Aschauer,57,59,45,49,23,68,60
14636,Nick Cowburn,64,28,50,54,59,62,60
14637,Andrea Nalini,67,60,56,61,28,53,60
14638,Ludvig Fritzson,72,53,57,66,41,58,60
14639,Enrico Pezzi,66,23,42,37,62,70,60
14640,Kasper Skaanes,75,54,60,67,37,57,60
14641,Jakub Piotrowski,68,43,55,54,60,68,60
14642,Christopher Opéri,73,51,55,65,37,51,60
14643,Lucas Passerini,56,59,46,51,28,69,60
14644,Luis Rodríguez,63,23,35,38,60,65,60
14645,Aniss El Hriti,67,35,51,56,58,62,60
14646,Jessy Deminguet,68,44,58,62,55,60,60
14647,Varazdat Haroyan,55,26,42,38,58,71,60
14648,Guillermo Benítez,70,48,54,59,59,60,60
14649,Brayner De Alba,82,52,58,64,24,43,60
14650,Šime Gregov,53,25,40,38,58,67,60
14651,Nigel Atangana,69,47,56,57,62,75,60
14652,Marius Kleinsorge,79,58,49,63,22,53,60
14653,Kai Wagner,79,32,43,48,55,72,60
14654,Kane Vincent-Young,85,39,50,59,55,63,60
14655,Davide Mordini,61,44,54,62,59,56,60
14656,Ryan Fulton,58,59,64,64,31,57,60
14657,Ivan Jukić,71,51,55,60,24,48,60
14658,Ibrahim Zaid,63,51,49,58,45,63,60
14659,Jonathan Kindermans,64,46,58,63,30,49,60
14660,Johnny Goddard,65,54,59,62,38,45,60
14661,Ricky Miller,76,62,45,54,41,60,60
14662,Pritam Kotal,78,35,48,54,58,61,60
14663,Monty Patterson,76,54,56,61,32,53,60
14664,Eirik Schulze,62,60,54,65,32,59,60
14665,Mario Seidel,62,60,51,60,42,58,60
14666,Nicolas Haas,72,50,56,63,56,50,60
14667,Sebastian Ring,66,30,59,60,56,60,60
14668,Ronnie Henry,61,21,53,55,58,65,60
14669,Tiago André Araújo Rodrigues,65,34,49,60,58,62,60
14670,Finn Porath,60,49,60,63,45,48,60
14671,Basim Al Baqi,59,57,55,58,46,64,60
14672,Dominic Hyam,62,28,37,36,60,60,60
14673,Craig Wighton,74,58,54,61,18,49,60
14674,Greg Luer,70,60,45,55,23,58,60
14675,Franco Troyansky,61,60,44,62,21,45,60
14676,Will Nightingale,67,25,34,35,62,64,60
14677,Nicolas Janvier,61,53,61,63,44,63,60
14678,Saeed Al Dosari,73,44,53,62,50,65,60
14679,Abdullah Al Joui,84,47,52,63,25,43,60
14680,Lorenzo Polvani,35,18,29,30,63,64,60
14681,Artur Krysiak,64,57,55,63,60,52,60
14682,Harry Anderson,82,52,52,62,33,60,60
14683,Namakoro Diallo,77,34,46,61,58,54,60
14684,Josh Coulson,61,27,40,34,58,73,60
14685,Hassane Bandé,75,62,49,66,24,53,60
14686,Drey Wright,76,56,54,62,45,63,60
14687,Calaum Jahraldo-Martin,85,56,50,62,27,53,60
14688,Dannie Bulman,51,44,54,58,56,74,60
14689,Luka Zarandia,74,57,50,68,30,50,60
14690,Sergio García Vázquez,59,63,54,57,52,61,60
14691,Artem Galadzhan,65,61,49,57,23,49,60
14692,David von Ballmoos,58,62,53,59,44,61,60
14693,Rahman Buğra Çağıran,57,41,56,56,59,52,60
14694,Steve Arnold,64,61,55,61,34,56,60
14695,Jae Moon Ryu,67,42,59,55,45,58,60
14696,Seitaro Tomisawa,54,32,36,37,61,58,60
14697,Harun Alpsoy,71,40,52,55,57,70,60
14698,Yulian Gómez,84,28,44,61,52,57,60
14699,Alberto Rodríguez Baró,66,29,42,46,59,57,60
14700,Mateo Puerta,66,24,40,58,55,52,60
14701,Scott Tanser,75,47,54,56,55,60,60
14702,Koji Inada,54,63,65,54,15,60,60
14703,Michael Gardawski,74,63,49,64,36,55,60
14704,Lachlan Jackson,64,25,32,34,58,72,60
14705,Fabio Eguelfi,65,35,47,59,59,61,60
14706,Maximilian Bauer,71,26,45,60,58,63,60
14707,Nicolás Andereggen,67,61,49,63,21,57,60
14708,Nathan Holland,78,50,54,65,22,43,60
14709,Mohammed Salem,41,32,43,49,65,74,60
14710,Alejandro Fernández Portillo,67,30,47,52,61,61,60
14711,Kódjo Alphonse,67,43,58,60,56,66,60
14712,Mario Pugliese,54,45,62,66,44,56,60
14713,Tadaaki Hirakawa,33,51,63,65,52,55,60
14714,John Berner,59,62,56,58,44,59,60
14715,Yeong Bin Kim,55,24,33,35,60,70,60
14716,Amir Natcho,60,45,63,60,42,48,60
14717,Maxim Palienko,66,47,59,62,51,53,60
14718,Dan Scarr,64,35,40,41,60,66,60
14719,Nikita Kalugin,66,30,48,43,62,50,60
14720,Joran Swart,72,40,42,52,58,55,60
14721,Mateusz Wdowiak,77,48,53,65,40,48,60
14722,Ali Reyes,55,34,55,58,54,72,60
14723,Ricardo Peña,70,32,38,58,62,47,60
14724,Ryan Yates,70,40,56,57,57,74,60
14725,Connor Roberts,68,30,49,57,57,61,60
14726,Baboucarr Gaye,64,56,52,65,21,54,60
14727,Cherif Ndiaye,68,58,45,57,20,60,60
14728,Fabio Castellano,52,48,58,59,48,55,60
14729,Juha Pirinen,62,38,51,57,60,65,60
14730,Liam Mandeville,72,58,49,63,40,58,60
14731,Harold Moukoudi,55,30,28,30,61,71,60
14732,Dale Bennett,74,32,40,48,60,76,60
14733,Federico Costa,62,57,55,63,29,56,60
14734,Matías Santos,64,43,61,60,54,60,60
14735,Angelo Tartaglia,58,26,42,45,62,60,60
14736,Evans Nyarko,69,32,45,51,63,69,60
14737,Hansel Zapata,73,56,51,63,35,66,60
14738,Dimitrios Ferfelis,39,61,41,52,29,70,60
14739,Hannes Delcroix,65,28,49,56,59,61,60
14740,Ryan Haynes,78,52,60,64,54,61,60
14741,Filip Sachpekidis,68,50,56,66,33,54,60
14742,Nicolás Oroz,72,49,57,66,31,48,60
14743,Scotty Sadzoute,74,44,53,63,56,51,60
14744,Opa Sanganté,64,43,57,57,58,69,60
14745,Benjamin Vérité,67,42,55,57,59,53,60
14746,Antonio Sillero Cabrera,62,56,58,65,46,56,60
14747,Takuo Okubo,56,56,51,61,28,69,60
14748,Mehdi Merghem,72,52,59,64,43,54,60
14749,Nicolas Gavory,72,44,60,60,52,65,60
14750,Josh Bingham,77,55,46,61,33,67,60
14751,Corentin Jacob,56,42,49,54,60,70,60
14752,Liam Shephard,72,27,46,50,57,62,60
14753,Kamil Słaby,74,56,51,52,57,75,60
14754,Makana Baku,88,46,48,64,25,55,60
14755,Aykut Soyak,71,59,52,68,44,61,60
14756,Wilfrido de la Rosa,85,59,39,68,20,46,60
14757,Kundai Benyu,70,54,61,64,53,61,60
14758,Simone Lo Faso,65,60,49,61,24,52,60
14759,Utku Sen,73,61,40,62,21,54,60
14760,Silvério Júnio Gonçalves da Silva,55,30,37,41,60,61,60
14761,Florian Stritzel,62,55,53,58,34,65,60
14762,Sonny Laiton,57,59,53,59,47,56,60
14763,Jeje Lalpekhlua,75,60,45,55,32,56,60
14764,Michael Crowe,57,60,58,58,44,60,60
14765,Declan Rice,63,30,47,51,61,67,60
14766,Simone Farelli,67,57,56,63,41,55,60
14767,Diego De Girolamo,74,60,46,66,26,62,60
14768,Valerio Mantovani,57,25,37,46,59,65,60
14769,Darío Poveda Romera,60,61,49,56,18,44,60
14770,Moussa Sylla,69,61,42,66,21,51,60
14771,Ignacio Huguenet,65,51,60,64,43,56,60
14772,Laurence Maguire,69,36,51,55,58,62,60
14773,Reiss Greenidge,70,33,37,41,59,70,60
14774,Stefan Nigro,71,36,57,64,56,62,60
14775,Ryohei Yamazaki,67,65,50,65,17,60,60
14776,Bryan Janssen,63,58,65,59,29,63,60
14777,Aaron Greene,84,57,54,61,37,54,60
14778,Santiago Magallán,71,48,57,61,45,64,60
14779,Takahiro Ogihara,72,43,57,52,56,68,60
14780,Bruce Bvuma,65,62,51,63,33,52,60
14781,Ivo Hongn,69,64,49,61,20,51,60
14782,Ransford Selasi,72,36,53,61,59,71,60
14783,Mikkel Hedegaard,64,47,52,59,59,69,60
14784,Fousseni Diabaté,73,60,51,67,21,37,60
14785,Mattéo Ahlinvi,59,51,57,63,58,52,60
14786,Petrus Boumal,65,45,58,58,56,59,60
14787,Drew Talbot,61,48,55,55,58,64,60
14788,Patryk Kun,78,38,53,65,44,57,60
14789,Dimitar Evtimov,59,62,58,56,32,60,60
14790,Bong Jin Choi,57,59,66,57,48,66,60
14791,Kevin Yamga,67,52,59,65,31,52,60
14792,Adam McGurk,66,58,56,58,26,64,60
14793,Joel Coleman,61,60,55,61,45,57,60
14794,Edon Zhegrova,73,47,55,65,23,33,60
14795,Gonzalo Freitas,65,48,57,57,55,64,60
14796,Liam Roberts,57,61,54,63,47,56,60
14797,Danny Pugh,49,53,61,55,60,64,60
14798,Frederik Tingager,48,24,37,44,58,72,60
14799,Tomoki Imai,64,23,42,51,61,68,60
14800,Simone Franchini,65,50,58,57,51,64,60
14801,Antonio Romano,52,55,55,57,53,65,60
14802,Mickey Demetriou,77,49,54,62,58,68,60
14803,Brian Landini,65,51,48,54,61,66,60
14804,Alejandro Melo,72,56,57,65,22,52,60
14805,Marcus Mathisen,59,37,49,55,57,73,60
14806,Mathias Bringaker,77,58,48,64,30,59,60
14807,Gastón Gómez,66,56,60,59,23,57,60
14808,Konstantin Kuchaev,67,55,54,64,36,48,60
14809,Michael Kessel,72,45,57,65,38,61,60
14810,Damian Podleśny,59,63,69,55,24,56,60
14811,Gonzalo Yordan,60,59,56,65,38,57,60
14812,Gustavo Quezada,61,44,58,57,54,62,60
14813,Yeong Chong Jeong,65,55,57,59,38,56,60
14814,Dániel Gyollai,67,58,56,63,45,53,60
14815,Juan Manuel Álvarez,65,51,59,64,60,62,60
14816,José Luis Muñoz León,58,23,36,37,61,62,60
14817,Luke Norris,66,60,46,56,21,67,60
14818,Rakhi Al Shammari,77,59,42,61,17,52,60
14819,Julien Serrano,64,31,45,54,61,47,60
14820,Diego Calzado Pérez,58,62,61,59,38,55,60
14821,Tomáš Holý,60,57,68,67,55,60,60
14822,Gavan Holohan,68,54,59,62,54,54,60
14823,Dante Vanzeir,78,54,50,64,18,46,60
14824,Josh Maja,74,60,50,61,22,53,60
14825,Josh Earl,73,43,48,60,57,61,60
14826,Dillon Phillips,64,53,52,65,45,59,60
14827,Ollie Shenton,56,54,60,63,50,58,60
14828,Josh Payne,66,55,62,62,51,70,60
14829,Max Müller,53,27,38,42,59,63,60
14830,Issam Ben Khemis,71,50,61,67,46,58,60
14831,Hugo Vetlesen,67,48,59,63,52,51,60
14832,Murad Al Rashdi,63,39,56,59,54,70,60
14833,José Francisco Agullo Sevilla,74,54,51,66,28,57,60
14834,Paolo Bartolomei,73,45,59,65,47,58,60
14835,Antony Evans,66,53,57,65,42,51,60
14836,Jesper Karlsson,79,57,48,71,21,39,60
14837,Eray Cümart,68,25,40,43,61,60,60
14838,Marco Frediani,74,54,53,65,29,45,60
14839,Rodrigo De Ciancio,63,36,54,56,55,65,60
14840,Fabio Della Giovanna,53,33,38,38,61,58,60
14841,Billy Dennehy,79,56,56,61,23,67,60
14842,Ghislain Guessan,71,59,37,54,25,66,60
14843,Eric Smith,60,56,56,62,45,61,60
14844,Nathan Smith,62,25,28,30,61,70,60
14845,Gil Alcalá,65,54,55,64,60,56,60
14846,José Machín,66,47,58,59,46,60,60
14847,Alex Kenyon,65,46,55,59,56,72,60
14848,Samuele Massolo,59,57,55,66,47,57,60
14849,Axel Kacou,60,58,57,62,25,58,60
14850,Blagoy Makendzhiev,61,54,60,58,45,69,60
14851,Furkan Zorba,66,31,36,41,59,68,60
14852,Hasan Özkan,62,40,53,58,57,62,60
14853,Panagiotis Deligiannidis,86,57,55,63,53,59,60
14854,Jesse Starkey,77,52,59,58,40,55,60
14855,Roland Baas,51,35,59,62,61,50,60
14856,Chris Odoi-Atsem,81,42,51,61,58,55,60
14857,Neftali Manzambi,74,57,46,65,21,55,60
14858,Zeiko Lewis,86,53,51,65,21,43,60
14859,Takuya Marutani,61,34,50,50,58,72,60
14860,George Ray,66,17,24,51,60,68,60
14861,Brandon Aubrey,59,40,42,42,58,69,60
14862,Lee Burge,65,59,41,64,41,56,60
14863,Hakan Bilgiç,72,42,58,62,52,59,60
14864,Zhunyi Gao,62,45,54,44,61,57,60
14865,Rory Patterson,49,62,48,56,27,72,60
14866,Riyadh Sharahili,42,36,53,52,56,72,60
14867,Maziar Kouhyar,75,51,53,64,44,53,60
14868,Jason Hoffman,71,49,50,50,57,71,60
14869,Elliott Frear,82,48,53,64,31,45,60
14870,Kwabena Appiah,91,42,50,68,37,53,60
14871,Nahuel Barrios,76,52,57,62,40,39,60
14872,Orhan Vojic,67,64,46,60,24,54,60
14873,Dawid Szufryn,48,23,36,34,58,70,60
14874,Jack Stobbs,74,52,54,59,43,60,60
14875,Ahmethan Köse,56,62,44,58,21,51,60
14876,Karol Angielski,71,59,48,59,21,47,60
